PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ghi,WindDirection10m,WindSpeed10m,lat,lon
2022-04-03T14:00:00Z,2022-04-03T13:00:00Z,PT60M,28.3,0,0,0,327,2.8,0,19.6
2022-04-03T15:00:00Z,2022-04-03T14:00:00Z,PT60M,27.7,0,0,0,270,2,0,21.2
2022-04-03T16:00:00Z,2022-04-03T15:00:00Z,PT60M,27.4,0,0,0,225,1.9,0,22.8
2022-04-03T17:00:00Z,2022-04-03T16:00:00Z,PT60M,27,0,0,0,205,1.5,0,23.7
2022-04-03T18:00:00Z,2022-04-03T17:00:00Z,PT60M,26.5,0,0,0,205,1.9,0,24
2022-04-03T19:00:00Z,2022-04-03T18:00:00Z,PT60M,25.6,0,0,0,223,2.4,0,24.3
2022-04-03T20:00:00Z,2022-04-03T19:00:00Z,PT60M,24.5,0,0,0,240,3.1,0,23.7
2022-04-03T21:00:00Z,2022-04-03T20:00:00Z,PT60M,23.5,0,0,0,235,4.2,0,22.5
2022-04-03T22:00:00Z,2022-04-03T21:00:00Z,PT60M,22.8,0,0,0,229,4.4,0,21.2
2022-04-03T23:00:00Z,2022-04-03T22:00:00Z,PT60M,23,36,4,36,229,3.7,0,20
2022-04-04T00:00:00Z,2022-04-03T23:00:00Z,PT60M,24.4,152,87,184,237,3.9,0,18.9
2022-04-04T01:00:00Z,2022-04-04T00:00:00Z,PT60M,26,165,532,443,244,4.6,0,17.8
2022-04-04T02:00:00Z,2022-04-04T01:00:00Z,PT60M,27.5,93,874,683,251,4.6,0,17.1
2022-04-04T03:00:00Z,2022-04-04T02:00:00Z,PT60M,28.8,136,848,808,262,4.7,0,16.6
2022-04-04T04:00:00Z,2022-04-04T03:00:00Z,PT60M,30.2,150,854,880,267,5.2,0,16.2
2022-04-04T05:00:00Z,2022-04-04T04:00:00Z,PT60M,31.2,208,745,847,266,5.9,0,15.8
2022-04-04T06:00:00Z,2022-04-04T05:00:00Z,PT60M,31.6,230,670,760,265,6,0,15.3
2022-04-04T07:00:00Z,2022-04-04T06:00:00Z,PT60M,31.6,130,794,673,263,5.9,0,14.8
2022-04-04T08:00:00Z,2022-04-04T07:00:00Z,PT60M,31.4,141,631,469,259,6.3,0,14.8
2022-04-04T09:00:00Z,2022-04-04T08:00:00Z,PT60M,30.8,118,332,229,252,6.3,0,15
2022-04-04T10:00:00Z,2022-04-04T09:00:00Z,PT60M,30.1,27,197,55,242,6,0,15.3
2022-04-04T11:00:00Z,2022-04-04T10:00:00Z,PT60M,29.4,0,0,0,232,5.6,0,17.2
2022-04-04T12:00:00Z,2022-04-04T11:00:00Z,PT60M,28.7,0,0,0,223,5.1,0,20.2
2022-04-04T13:00:00Z,2022-04-04T12:00:00Z,PT60M,28.1,0,0,0,215,4.7,0,23.3
2022-04-04T14:00:00Z,2022-04-04T13:00:00Z,PT60M,27.4,0,0,0,206,4.2,0,25
2022-04-04T15:00:00Z,2022-04-04T14:00:00Z,PT60M,26.5,0,0,0,181,4.7,0,25.8
2022-04-04T16:00:00Z,2022-04-04T15:00:00Z,PT60M,25.3,0,0,0,163,5.5,0,26.4
2022-04-04T17:00:00Z,2022-04-04T16:00:00Z,PT60M,24.4,0,0,0,156,5.3,0,26.8
2022-04-04T18:00:00Z,2022-04-04T17:00:00Z,PT60M,23.8,0,0,0,157,5.7,0,27.1
2022-04-04T19:00:00Z,2022-04-04T18:00:00Z,PT60M,23.3,0,0,0,156,6.9,0,27.4
2022-04-04T20:00:00Z,2022-04-04T19:00:00Z,PT60M,22.8,0,0,0,153,7.2,0,27
2022-04-04T21:00:00Z,2022-04-04T20:00:00Z,PT60M,22.3,0,0,0,146,6.8,0,26.1
2022-04-04T22:00:00Z,2022-04-04T21:00:00Z,PT60M,22,0,0,0,139,6.7,0,25.2
2022-04-04T23:00:00Z,2022-04-04T22:00:00Z,PT60M,21.7,21,188,49,134,7.1,0,23.9
2022-04-05T00:00:00Z,2022-04-04T23:00:00Z,PT60M,22.1,97,488,241,127,7.6,0,22.3
2022-04-05T01:00:00Z,2022-04-05T00:00:00Z,PT60M,23.4,107,713,473,120,7.2,0,20.7
2022-04-05T02:00:00Z,2022-04-05T01:00:00Z,PT60M,25.1,90,879,681,114,6.3,0,19.8
2022-04-05T03:00:00Z,2022-04-05T02:00:00Z,PT60M,26.8,98,915,821,112,5.4,0,19.4
2022-04-05T04:00:00Z,2022-04-05T03:00:00Z,PT60M,28.2,103,931,896,113,4.6,0,19.1
2022-04-05T05:00:00Z,2022-04-05T04:00:00Z,PT60M,29.3,105,929,897,115,3.7,0,18.6
2022-04-05T06:00:00Z,2022-04-05T05:00:00Z,PT60M,29.9,213,686,763,121,3.1,0,17.8
2022-04-05T07:00:00Z,2022-04-05T06:00:00Z,PT60M,30.3,321,345,555,131,2.7,0,17.1
2022-04-05T08:00:00Z,2022-04-05T07:00:00Z,PT60M,30.2,212,413,419,144,3.1,0,16.5
2022-04-05T09:00:00Z,2022-04-05T08:00:00Z,PT60M,29.5,128,328,231,142,3.9,0,16.1
2022-04-05T10:00:00Z,2022-04-05T09:00:00Z,PT60M,28.8,27,190,54,129,4.4,0,15.8
2022-04-05T11:00:00Z,2022-04-05T10:00:00Z,PT60M,28.5,0,0,0,123,4.5,0,16.1
2022-04-05T12:00:00Z,2022-04-05T11:00:00Z,PT60M,28.3,0,0,0,128,4.6,0,16.9
2022-04-05T13:00:00Z,2022-04-05T12:00:00Z,PT60M,27.6,0,0,0,127,5.1,0,17.7
2022-04-05T14:00:00Z,2022-04-05T13:00:00Z,PT60M,26.5,0,0,0,123,5.6,0,18
2022-04-05T15:00:00Z,2022-04-05T14:00:00Z,PT60M,25.2,0,0,0,123,6.9,0,18
2022-04-05T16:00:00Z,2022-04-05T15:00:00Z,PT60M,23.8,0,0,0,123,8.4,0,18
2022-04-05T17:00:00Z,2022-04-05T16:00:00Z,PT60M,22.7,0,0,0,120,8.9,0,17.9
2022-04-05T18:00:00Z,2022-04-05T17:00:00Z,PT60M,22.1,0,0,0,119,8.6,0,17.7
2022-04-05T19:00:00Z,2022-04-05T18:00:00Z,PT60M,21.6,0,0,0,120,8.1,0,17.5
2022-04-05T20:00:00Z,2022-04-05T19:00:00Z,PT60M,20.9,0,0,0,121,8,0,17.1
2022-04-05T21:00:00Z,2022-04-05T20:00:00Z,PT60M,20.1,0,0,0,120,7.9,0,16.4
2022-04-05T22:00:00Z,2022-04-05T21:00:00Z,PT60M,19.5,0,0,0,118,7.4,0,15.8
2022-04-05T23:00:00Z,2022-04-05T22:00:00Z,PT60M,19.2,19,270,55,112,7.2,0,15.5
2022-04-06T00:00:00Z,2022-04-05T23:00:00Z,PT60M,19.7,51,726,271,105,7.4,0,15.3
2022-04-06T01:00:00Z,2022-04-06T00:00:00Z,PT60M,21,64,873,504,102,7.5,0,15.2
2022-04-06T02:00:00Z,2022-04-06T01:00:00Z,PT60M,22.7,72,942,703,104,7.3,0,14.8
2022-04-06T03:00:00Z,2022-04-06T02:00:00Z,PT60M,24.2,81,971,845,105,6.6,0,14.4
2022-04-06T04:00:00Z,2022-04-06T03:00:00Z,PT60M,25.7,77,998,923,106,5.9,0,13.9
2022-04-06T05:00:00Z,2022-04-06T04:00:00Z,PT60M,26.9,75,1001,925,107,5.3,0,13.6
2022-04-06T06:00:00Z,2022-04-06T05:00:00Z,PT60M,27.9,72,988,852,110,4.8,0,13.5
2022-04-06T07:00:00Z,2022-04-06T06:00:00Z,PT60M,28.5,67,957,710,115,4.5,0,13.4
2022-04-06T08:00:00Z,2022-04-06T07:00:00Z,PT60M,28.7,59,898,515,120,4.5,0,13.3
2022-04-06T09:00:00Z,2022-04-06T08:00:00Z,PT60M,28.4,46,769,283,124,4.5,0,13.4
2022-04-06T10:00:00Z,2022-04-06T09:00:00Z,PT60M,27.5,19,308,61,125,4.6,0,13.4
2022-04-06T11:00:00Z,2022-04-06T10:00:00Z,PT60M,26.3,0,0,0,122,4.4,0,14.2
2022-04-06T12:00:00Z,2022-04-06T11:00:00Z,PT60M,25.2,0,0,0,117,4.5,0,15.6
2022-04-06T13:00:00Z,2022-04-06T12:00:00Z,PT60M,24.5,0,0,0,114,4.5,0,17.1
2022-04-06T14:00:00Z,2022-04-06T13:00:00Z,PT60M,23.8,0,0,0,113,4.4,0,17.6
2022-04-06T15:00:00Z,2022-04-06T14:00:00Z,PT60M,23.1,0,0,0,112,4.5,0,17.3
2022-04-06T16:00:00Z,2022-04-06T15:00:00Z,PT60M,22.5,0,0,0,111,4.9,0,17
2022-04-06T17:00:00Z,2022-04-06T16:00:00Z,PT60M,21.8,0,0,0,111,5.4,0,16.6
2022-04-06T18:00:00Z,2022-04-06T17:00:00Z,PT60M,20.9,0,0,0,108,6.1,0,16.1
2022-04-06T19:00:00Z,2022-04-06T18:00:00Z,PT60M,20,0,0,0,105,6.4,0,15.6
2022-04-06T20:00:00Z,2022-04-06T19:00:00Z,PT60M,19.3,0,0,0,103,6.1,0,15.2
2022-04-06T21:00:00Z,2022-04-06T20:00:00Z,PT60M,18.7,0,0,0,102,5.6,0,14.8
2022-04-06T22:00:00Z,2022-04-06T21:00:00Z,PT60M,18.1,0,0,0,103,5.4,0,14.4
2022-04-06T23:00:00Z,2022-04-06T22:00:00Z,PT60M,18.1,18,298,57,103,5.5,0,13.9
2022-04-07T00:00:00Z,2022-04-06T23:00:00Z,PT60M,19.3,42,793,281,95,6.2,0,13.3
2022-04-07T01:00:00Z,2022-04-07T00:00:00Z,PT60M,21.3,52,929,519,87,6.9,0,12.8
2022-04-07T02:00:00Z,2022-04-07T01:00:00Z,PT60M,23.3,58,992,719,81,6.4,0,12.6
2022-04-07T03:00:00Z,2022-04-07T02:00:00Z,PT60M,25.1,79,993,857,79,5.4,0,12.7
2022-04-07T04:00:00Z,2022-04-07T03:00:00Z,PT60M,26.5,66,1034,940,81,4.3,0,12.8
2022-04-07T05:00:00Z,2022-04-07T04:00:00Z,PT60M,27.8,66,1035,941,84,3.7,0,12.8
2022-04-07T06:00:00Z,2022-04-07T05:00:00Z,PT60M,28.8,65,1022,867,90,3.4,0,12.7
2022-04-07T07:00:00Z,2022-04-07T06:00:00Z,PT60M,29.4,61,991,724,98,3.3,0,12.7
2022-04-07T08:00:00Z,2022-04-07T07:00:00Z,PT60M,29.6,55,931,524,105,3.2,0,12.8
2022-04-07T09:00:00Z,2022-04-07T08:00:00Z,PT60M,29.2,44,800,287,109,3.3,0,13.2
2022-04-07T10:00:00Z,2022-04-07T09:00:00Z,PT60M,27.9,17,336,61,109,3.6,0,13.6
2022-04-07T11:00:00Z,2022-04-07T10:00:00Z,PT60M,26.4,0,0,0,106,3.6,0,15.2
2022-04-07T12:00:00Z,2022-04-07T11:00:00Z,PT60M,25.4,0,0,0,101,3.6,0,17.6
2022-04-07T13:00:00Z,2022-04-07T12:00:00Z,PT60M,24.6,0,0,0,97,3.6,0,20.1
2022-04-07T14:00:00Z,2022-04-07T13:00:00Z,PT60M,23.8,0,0,0,95,3.6,0,21.7
2022-04-07T15:00:00Z,2022-04-07T14:00:00Z,PT60M,23.1,0,0,0,95,3.6,0,22.8
2022-04-07T16:00:00Z,2022-04-07T15:00:00Z,PT60M,22.5,0,0,0,92,3.6,0,23.8
2022-04-07T17:00:00Z,2022-04-07T16:00:00Z,PT60M,21.9,0,0,0,87,3.6,0,24.5
2022-04-07T18:00:00Z,2022-04-07T17:00:00Z,PT60M,21.5,0,0,0,82,3.8,0,25
2022-04-07T19:00:00Z,2022-04-07T18:00:00Z,PT60M,21,0,0,0,81,3.7,0,25.4
2022-04-07T20:00:00Z,2022-04-07T19:00:00Z,PT60M,20.6,0,0,0,79,3.3,0,24.9
2022-04-07T21:00:00Z,2022-04-07T20:00:00Z,PT60M,20.3,0,0,0,73,3.2,0,23.7
2022-04-07T22:00:00Z,2022-04-07T21:00:00Z,PT60M,20,0,0,0,69,3.3,0,22.5
2022-04-07T23:00:00Z,2022-04-07T22:00:00Z,PT60M,20.2,18,284,54,66,3.3,0,21.3
2022-04-08T00:00:00Z,2022-04-07T23:00:00Z,PT60M,21.9,47,754,273,61,3.9,0,20.2
2022-04-08T01:00:00Z,2022-04-08T00:00:00Z,PT60M,24.4,60,892,505,55,4.9,0,19.2
2022-04-08T02:00:00Z,2022-04-08T01:00:00Z,PT60M,26.8,68,950,700,44,4.9,0,18.6
2022-04-08T03:00:00Z,2022-04-08T02:00:00Z,PT60M,28.7,74,978,838,30,4.4,0,18.4
2022-04-08T04:00:00Z,2022-04-08T03:00:00Z,PT60M,29.9,75,992,910,15,3.5,0,18.3
2022-04-08T05:00:00Z,2022-04-08T04:00:00Z,PT60M,30.8,75,992,910,358,2.5,0,18.4
2022-04-08T06:00:00Z,2022-04-08T05:00:00Z,PT60M,31.4,72,977,835,330,2.3,0,18.8
2022-04-08T07:00:00Z,2022-04-08T06:00:00Z,PT60M,31.8,71,931,691,307,2.6,0,19.1
2022-04-08T08:00:00Z,2022-04-08T07:00:00Z,PT60M,31.9,164,528,438,289,2.6,0,19.6
2022-04-08T09:00:00Z,2022-04-08T08:00:00Z,PT60M,31.7,133,276,208,275,2.4,0,20.2
2022-04-08T10:00:00Z,2022-04-08T09:00:00Z,PT60M,31.1,29,53,39,268,1.8,0,20.8
2022-04-08T11:00:00Z,2022-04-08T10:00:00Z,PT60M,30.2,0,0,0,272,0.7,0,22.4
2022-04-08T12:00:00Z,2022-04-08T11:00:00Z,PT60M,29.4,0,0,0,35,0.7,0,24.6
2022-04-08T13:00:00Z,2022-04-08T12:00:00Z,PT60M,28.6,0,0,0,29,1.4,0,26.9
2022-04-08T14:00:00Z,2022-04-08T13:00:00Z,PT60M,28.1,0,0,0,357,1.3,0,28.3
2022-04-08T15:00:00Z,2022-04-08T14:00:00Z,PT60M,27.6,0,0,0,305,1.4,0,29
2022-04-08T16:00:00Z,2022-04-08T15:00:00Z,PT60M,27.2,0,0,0,272,1.9,0,29.7
2022-04-08T17:00:00Z,2022-04-08T16:00:00Z,PT60M,26.8,0,0,0,253,2.5,0,30.1
2022-04-08T18:00:00Z,2022-04-08T17:00:00Z,PT60M,26.2,0,0,0,235,3.6,0,30.3
2022-04-08T19:00:00Z,2022-04-08T18:00:00Z,PT60M,25.8,0,0,0,220,4.4,0,30.4
2022-04-08T20:00:00Z,2022-04-08T19:00:00Z,PT60M,25.2,0,0,0,219,4.5,0,29.9
2022-04-08T21:00:00Z,2022-04-08T20:00:00Z,PT60M,24.8,0,0,0,206,4.6,0,28.9
2022-04-08T22:00:00Z,2022-04-08T21:00:00Z,PT60M,24.7,0,0,0,194,4.6,0,28
2022-04-08T23:00:00Z,2022-04-08T22:00:00Z,PT60M,24.5,33,33,36,197,4.1,0,26.8
2022-04-09T00:00:00Z,2022-04-08T23:00:00Z,PT60M,25,129,4,130,192,4.5,0,25.4
2022-04-09T01:00:00Z,2022-04-09T00:00:00Z,PT60M,25.7,273,7,276,183,4.4,0,24.1
2022-04-09T02:00:00Z,2022-04-09T01:00:00Z,PT60M,26.7,381,43,408,184,3.4,0,22.9
2022-04-09T03:00:00Z,2022-04-09T02:00:00Z,PT60M,27.8,375,0,375,194,2.6,0,21.7
2022-04-09T04:00:00Z,2022-04-09T03:00:00Z,PT60M,28.3,455,118,554,212,2.1,0,20.6
2022-04-09T05:00:00Z,2022-04-09T04:00:00Z,PT60M,29.1,381,399,714,243,1.9,0,19.8
2022-04-09T06:00:00Z,2022-04-09T05:00:00Z,PT60M,30.5,263,578,716,271,2.8,0,19
2022-04-09T07:00:00Z,2022-04-09T06:00:00Z,PT60M,31.6,385,45,415,276,4.5,0,18.4
2022-04-09T08:00:00Z,2022-04-09T07:00:00Z,PT60M,31.5,244,217,356,282,4.8,0,18.2
2022-04-09T09:00:00Z,2022-04-09T08:00:00Z,PT60M,30.8,122,134,160,306,3.9,0,18.2
2022-04-09T10:00:00Z,2022-04-09T09:00:00Z,PT60M,29.9,29,80,40,337,3.2,0,18.2
2022-04-09T11:00:00Z,2022-04-09T10:00:00Z,PT60M,28.9,0,0,0,351,2.3,0,18.5
2022-04-09T12:00:00Z,2022-04-09T11:00:00Z,PT60M,28.2,0,0,0,320,1,0,19.1
2022-04-09T13:00:00Z,2022-04-09T12:00:00Z,PT60M,27.9,0,0,0,226,1.8,0,19.6
2022-04-09T14:00:00Z,2022-04-09T13:00:00Z,PT60M,27.4,0,0,0,206,3.6,0,19.9
2022-04-09T15:00:00Z,2022-04-09T14:00:00Z,PT60M,26.9,0,0,0,194,4.3,0,20
2022-04-09T16:00:00Z,2022-04-09T15:00:00Z,PT60M,26.1,0,0,0,187,3.8,0,20.1
2022-04-09T17:00:00Z,2022-04-09T16:00:00Z,PT60M,25.3,0,0,0,186,3.5,0,20.2
2022-04-09T18:00:00Z,2022-04-09T17:00:00Z,PT60M,24.6,0,0,0,183,4.1,0,20.5
2022-04-09T19:00:00Z,2022-04-09T18:00:00Z,PT60M,24,0,0,0,177,4.5,0,20.8
2022-04-09T20:00:00Z,2022-04-09T19:00:00Z,PT60M,23.3,0,0,0,173,4.4,0,20.5
2022-04-09T21:00:00Z,2022-04-09T20:00:00Z,PT60M,22.5,0,0,0,169,3.9,0,19.9
2022-04-09T22:00:00Z,2022-04-09T21:00:00Z,PT60M,22,0,0,0,159,3.4,0,19.3
2022-04-09T23:00:00Z,2022-04-09T22:00:00Z,PT60M,22.1,19,231,48,144,3.1,0,18.3
2022-04-10T00:00:00Z,2022-04-09T23:00:00Z,PT60M,23.4,55,671,255,129,3,0,17.1
2022-04-10T01:00:00Z,2022-04-10T00:00:00Z,PT60M,25.4,70,834,483,108,2.7,0,15.9
2022-04-10T02:00:00Z,2022-04-10T01:00:00Z,PT60M,27.3,80,906,677,69,1.9,0,15.3
2022-04-10T03:00:00Z,2022-04-10T02:00:00Z,PT60M,29.3,85,944,817,353,2,0,15
2022-04-10T04:00:00Z,2022-04-10T03:00:00Z,PT60M,31.1,85,967,892,311,4.1,0,14.9
2022-04-10T05:00:00Z,2022-04-10T04:00:00Z,PT60M,32.3,85,969,894,296,6.1,0,14.7
2022-04-10T06:00:00Z,2022-04-10T05:00:00Z,PT60M,32.9,83,956,822,287,7.3,0,14.5
2022-04-10T07:00:00Z,2022-04-10T06:00:00Z,PT60M,32.9,77,921,682,284,8.2,0,14.4
2022-04-10T08:00:00Z,2022-04-10T07:00:00Z,PT60M,32.5,68,855,488,283,8.2,0,14.7
2022-04-10T09:00:00Z,2022-04-10T08:00:00Z,PT60M,31.6,51,718,261,282,7.5,0,15.3
2022-04-10T10:00:00Z,2022-04-10T09:00:00Z,PT60M,30.2,18,240,49,278,6.3,0,15.9
2022-04-10T11:00:00Z,2022-04-10T10:00:00Z,PT60M,28.7,0,0,0,270,5,0,17.2
2022-04-10T12:00:00Z,2022-04-10T11:00:00Z,PT60M,27.6,0,0,0,253,4.6,0,19.1
2022-04-10T13:00:00Z,2022-04-10T12:00:00Z,PT60M,26.6,0,0,0,235,4.8,0,21
2022-04-10T14:00:00Z,2022-04-10T13:00:00Z,PT60M,25.7,0,0,0,220,5.1,0,22.3
2022-04-10T15:00:00Z,2022-04-10T14:00:00Z,PT60M,24.8,0,0,0,207,5.3,0,23.2
2022-04-10T16:00:00Z,2022-04-10T15:00:00Z,PT60M,23.9,0,0,0,197,5.3,0,24.1
2022-04-10T17:00:00Z,2022-04-10T16:00:00Z,PT60M,23.1,0,0,0,189,5,0,24.7
2022-04-10T18:00:00Z,2022-04-10T17:00:00Z,PT60M,22.3,0,0,0,185,5.2,0,25.1
2022-04-10T19:00:00Z,2022-04-10T18:00:00Z,PT60M,21.4,0,0,0,184,5.2,0,25.4
2022-04-10T20:00:00Z,2022-04-10T19:00:00Z,PT60M,20.5,0,0,0,182,4.9,0,24.9
2022-04-10T21:00:00Z,2022-04-10T20:00:00Z,PT60M,19.9,0,0,0,181,4.8,0,23.9
2022-04-10T22:00:00Z,2022-04-10T21:00:00Z,PT60M,19.3,0,0,0,176,4.4,0,22.8
2022-04-10T23:00:00Z,2022-04-10T22:00:00Z,PT60M,19.2,18,254,50,174,3.9,0,21.5
2022-04-11T00:00:00Z,2022-04-10T23:00:00Z,PT60M,20.2,53,699,260,171,4,0,20.1
2022-04-11T01:00:00Z,2022-04-11T00:00:00Z,PT60M,21.9,69,851,489,161,3.5,0,18.8
2022-04-11T02:00:00Z,2022-04-11T01:00:00Z,PT60M,23.5,80,915,681,141,1.9,0,18.1
2022-04-11T03:00:00Z,2022-04-11T02:00:00Z,PT60M,25.1,89,946,819,53,0.3,0,17.8
2022-04-11T04:00:00Z,2022-04-11T03:00:00Z,PT60M,26.9,93,958,890,310,1.8,0,17.7
2022-04-11T05:00:00Z,2022-04-11T04:00:00Z,PT60M,28.8,94,957,888,298,3.6,0,17.6
2022-04-11T06:00:00Z,2022-04-11T05:00:00Z,PT60M,30.1,90,940,814,291,4.8,0,17.7
2022-04-11T07:00:00Z,2022-04-11T06:00:00Z,PT60M,30.7,83,904,673,288,5.3,0,17.7
2022-04-11T08:00:00Z,2022-04-11T07:00:00Z,PT60M,30.8,73,831,479,285,5.5,0,18.2
2022-04-11T09:00:00Z,2022-04-11T08:00:00Z,PT60M,30.4,58,662,250,279,5.8,0,19.1
2022-04-11T10:00:00Z,2022-04-11T09:00:00Z,PT60M,29,20,178,44,269,5.4,0,20.1
2022-04-11T11:00:00Z,2022-04-11T10:00:00Z,PT60M,27.4,0,0,0,251,4.7,0,22
2022-04-11T12:00:00Z,2022-04-11T11:00:00Z,PT60M,26.2,0,0,0,232,4.9,0,24.7
2022-04-11T13:00:00Z,2022-04-11T12:00:00Z,PT60M,25.1,0,0,0,223,5.4,0,27.4
2022-04-11T14:00:00Z,2022-04-11T13:00:00Z,PT60M,24.3,0,0,0,218,6.1,0,28.8
2022-04-11T15:00:00Z,2022-04-11T14:00:00Z,PT60M,23.2,0,0,0,212,7.1,0,29.3
2022-04-11T16:00:00Z,2022-04-11T15:00:00Z,PT60M,22.1,0,0,0,210,7.4,0,29.6
2022-04-11T17:00:00Z,2022-04-11T16:00:00Z,PT60M,21.4,0,0,0,205,6.8,0,29.7
2022-04-11T18:00:00Z,2022-04-11T17:00:00Z,PT60M,20.7,0,0,0,193,5.7,0,29.4
2022-04-11T19:00:00Z,2022-04-11T18:00:00Z,PT60M,20,0,0,0,184,4.9,0,29.2
2022-04-11T20:00:00Z,2022-04-11T19:00:00Z,PT60M,19.3,0,0,0,184,4.4,0,28.3
2022-04-11T21:00:00Z,2022-04-11T20:00:00Z,PT60M,18.8,0,0,0,183,4.2,0,27
2022-04-11T22:00:00Z,2022-04-11T21:00:00Z,PT60M,18.3,0,0,0,177,4.3,0,25.7
2022-04-11T23:00:00Z,2022-04-11T22:00:00Z,PT60M,18.3,19,231,48,172,4.2,0,23.3
2022-04-12T00:00:00Z,2022-04-11T23:00:00Z,PT60M,19.2,57,676,256,166,4.5,0,20.4
2022-04-12T01:00:00Z,2022-04-12T00:00:00Z,PT60M,20.7,75,835,485,164,4.7,0,17.3
2022-04-12T02:00:00Z,2022-04-12T01:00:00Z,PT60M,22.2,87,906,679,169,4,0,15.6
2022-04-12T03:00:00Z,2022-04-12T02:00:00Z,PT60M,23.4,92,944,818,184,3.1,0,14.9
2022-04-12T04:00:00Z,2022-04-12T03:00:00Z,PT60M,24.7,92,965,891,205,2.7,0,14.4
2022-04-12T05:00:00Z,2022-04-12T04:00:00Z,PT60M,26,90,967,890,224,2.7,0,14
2022-04-12T06:00:00Z,2022-04-12T05:00:00Z,PT60M,26.8,86,953,815,237,3,0,13.6
2022-04-12T07:00:00Z,2022-04-12T06:00:00Z,PT60M,27.2,78,919,674,244,3.3,0,13.3
2022-04-12T08:00:00Z,2022-04-12T07:00:00Z,PT60M,27.4,67,852,479,246,3.5,0,12.9
2022-04-12T09:00:00Z,2022-04-12T08:00:00Z,PT60M,27,50,705,251,243,3.5,0,12.4
2022-04-12T10:00:00Z,2022-04-12T09:00:00Z,PT60M,26.2,17,221,44,232,3.4,0,11.9
2022-04-12T11:00:00Z,2022-04-12T10:00:00Z,PT60M,25.3,0,0,0,216,3.5,0,12.4
2022-04-12T12:00:00Z,2022-04-12T11:00:00Z,PT60M,24.5,0,0,0,204,4,0,13.6
2022-04-12T13:00:00Z,2022-04-12T12:00:00Z,PT60M,23.6,0,0,0,195,4.9,0,14.9
2022-04-12T14:00:00Z,2022-04-12T13:00:00Z,PT60M,22.8,0,0,0,189,5.9,0,15.7
2022-04-12T15:00:00Z,2022-04-12T14:00:00Z,PT60M,21.8,0,0,0,183,6.3,0,16.3
2022-04-12T16:00:00Z,2022-04-12T15:00:00Z,PT60M,20.9,0,0,0,175,6.3,0,16.8
2022-04-12T17:00:00Z,2022-04-12T16:00:00Z,PT60M,20.2,0,0,0,169,5.9,0,17.1
2022-04-12T18:00:00Z,2022-04-12T17:00:00Z,PT60M,19.5,0,0,0,165,5.6,0,17.4
2022-04-12T19:00:00Z,2022-04-12T18:00:00Z,PT60M,19,0,0,0,165,5.3,0,17.6
2022-04-12T20:00:00Z,2022-04-12T19:00:00Z,PT60M,18.6,0,0,0,169,5,0,17.3
2022-04-12T21:00:00Z,2022-04-12T20:00:00Z,PT60M,18.2,0,0,0,171,4.7,0,16.6
2022-04-12T22:00:00Z,2022-04-12T21:00:00Z,PT60M,17.9,0,0,0,169,4.1,0,15.9
2022-04-12T23:00:00Z,2022-04-12T22:00:00Z,PT60M,18,22,168,44,163,3.7,0,14.9
2022-04-13T00:00:00Z,2022-04-12T23:00:00Z,PT60M,19.3,53,693,254,153,4.4,0,13.6
2022-04-13T01:00:00Z,2022-04-13T00:00:00Z,PT60M,21.4,67,849,482,145,5,0,12.3
2022-04-13T02:00:00Z,2022-04-13T01:00:00Z,PT60M,23.3,78,914,673,141,4.7,0,11.8
2022-04-13T03:00:00Z,2022-04-13T02:00:00Z,PT60M,25,86,947,811,139,4,0,11.9
2022-04-13T04:00:00Z,2022-04-13T03:00:00Z,PT60M,26.6,88,963,883,137,3.3,0,12
2022-04-13T05:00:00Z,2022-04-13T04:00:00Z,PT60M,28,87,965,882,138,3,0,11.9
2022-04-13T06:00:00Z,2022-04-13T05:00:00Z,PT60M,29.1,83,953,809,142,2.9,0,11.6
2022-04-13T07:00:00Z,2022-04-13T06:00:00Z,PT60M,29.8,77,917,668,144,2.7,0,11.4
2022-04-13T08:00:00Z,2022-04-13T07:00:00Z,PT60M,30.1,68,845,473,147,2.3,0,11.5
2022-04-13T09:00:00Z,2022-04-13T08:00:00Z,PT60M,30,51,692,246,161,1.9,0,11.9
2022-04-13T10:00:00Z,2022-04-13T09:00:00Z,PT60M,29,18,182,41,169,3,0,12.4
2022-04-13T11:00:00Z,2022-04-13T10:00:00Z,PT60M,27.7,0,0,0,165,4.3,0,13.5
2022-04-13T12:00:00Z,2022-04-13T11:00:00Z,PT60M,26.7,0,0,0,158,4.7,0,15.1
2022-04-13T13:00:00Z,2022-04-13T12:00:00Z,PT60M,25.8,0,0,0,151,5.2,0,16.8
2022-04-13T14:00:00Z,2022-04-13T13:00:00Z,PT60M,24.8,0,0,0,148,6.6,0,17.9
2022-04-13T15:00:00Z,2022-04-13T14:00:00Z,PT60M,23.6,0,0,0,147,7.6,0,18.7
2022-04-13T16:00:00Z,2022-04-13T15:00:00Z,PT60M,22.6,0,0,0,142,7.4,0,19.4
2022-04-13T17:00:00Z,2022-04-13T16:00:00Z,PT60M,21.9,0,0,0,137,6.7,0,20
2022-04-13T18:00:00Z,2022-04-13T17:00:00Z,PT60M,21.4,0,0,0,135,6.1,0,20.5
2022-04-13T19:00:00Z,2022-04-13T18:00:00Z,PT60M,20.7,0,0,0,137,5.8,0,21
