Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433,Longitude:137.615433
Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673,Latitude:-32.955673
Temperature,Speed,Direction,Pressure,Temperature,Speed,Direction,Pressure
C,m/s,degrees,atm,C,m/s,degrees,atm
18.5,4.257,123.6,0.9968911917098446,18.5,3.0581228253349617,123.6,0.9968911917098446
17.6,3.453,114.8,0.9969898840365162,17.6,2.4805492402822704,114.8,0.9969898840365162
16.3,2.75,109.9,0.9971872686898593,16.3,1.9755315409140581,109.9,0.9971872686898593
14.9,3.577,99.3,0.9974833456698742,14.9,2.5696277533998493,99.3,0.9974833456698742
14.3,4.15,81.9,0.9974833456698742,14.3,2.981256689015761,81.9,0.9974833456698742
14.3,4.513,77.6,0.9971872686898593,14.3,3.242026852416416,77.6,0.9971872686898593
14.4,4.34,87.1,0.9969898840365162,14.4,3.117747959115277,87.1,0.9969898840365162
14.2,4.491,93.4,0.9965951147298298,14.2,3.2262226000891037,93.4,0.9965951147298298
13.8,4.24,93.0,0.9962003454231433,13.8,3.0459104485365844,93.0,0.9962003454231433
13.3,2.684,64.4,0.9958055761164569,13.3,1.9281187839321208,64.4,0.9958055761164569
13.0,2.58,7.1,0.9957068837897853,13.0,1.8534077729302803,7.1,0.9957068837897853
12.8,3.529,357.3,0.9957068837897853,12.8,2.535145748322077,357.3,0.9957068837897853
12.6,5.227,1.6,0.9957068837897853,12.6,3.754946677948285,1.6,0.9957068837897853
13.5,5.661,348.4,0.9958055761164569,13.5,4.066721473859811,348.4,0.9958055761164569
15.1,6.494,346.2,0.9959042684431285,15.1,4.665127936980325,346.2,0.9959042684431285
16.8,7.499,344.5,0.9960029607698002,16.8,5.38709491829619,344.5,0.9960029607698002
18.3,6.291,341.6,0.9958055761164569,18.3,4.519297790505579,341.6,0.9958055761164569
19.5,6.653,337.3,0.995312114483099,19.5,4.7793495788004465,337.3,0.995312114483099
20.6,5.389,334.7,0.9948186528497409,20.6,3.8713234450857676,334.7,0.9948186528497409
21.3,4.895,337.5,0.994325191216383,21.3,3.5164461428270233,337.5,0.994325191216383
21.6,4.45,330.5,0.9939304219096965,21.6,3.1967692207518397,330.5,0.9939304219096965
21.8,4.197,316.7,0.9934369602763385,21.8,3.0150203189877467,316.7,0.9934369602763385
21.7,4.027,308.6,0.9932395756229953,21.7,2.892896551003968,308.6,0.9932395756229953
21.4,3.795,311.2,0.9930421909696522,21.4,2.7262335264614004,311.2,0.9930421909696522
20.9,3.932,310.1,0.9929434986429805,20.9,2.82465091595421,310.1,0.9929434986429805
20.1,4.961,336.8,0.9929434986429805,20.1,3.563858899808961,336.8,0.9929434986429805
18.9,6.284,342.0,0.9931408832963237,18.9,4.51426916476507,342.0,0.9931408832963237
17.7,8.947,351.9,0.9934369602763385,17.7,6.427302071475665,351.9,0.9934369602763385
17.1,9.761,353.4,0.993338267949667,17.1,7.012059407586226,353.4,0.993338267949667
16.9,10.382,356.8,0.9931408832963237,16.9,7.45817034827991,356.8,0.9931408832963237
16.7,11.449,358.1,0.9928448063163089,16.7,8.224676586154564,358.1,0.9928448063163089
16.5,12.177,354.6,0.9926474216629657,16.5,8.74765366316745,354.6,0.9926474216629657
16.3,12.726,353.4,0.9923513446829509,16.3,9.142041596244475,353.4,0.9923513446829509
16.2,13.139,343.8,0.9920552677029362,16.2,9.438730514934475,343.8,0.9920552677029362
16.0,14.101,340.2,0.9922526523562792,16.0,10.129807366701504,340.2,0.9922526523562792
15.8,14.811,335.7,0.9926474216629657,15.8,10.639853691810224,335.7,0.9926474216629657
15.7,14.517,336.7,0.9930421909696522,15.7,10.428651410708866,336.7,0.9930421909696522
16.3,13.07,320.4,0.9936343449296817,16.3,9.389162632635179,320.4,0.9936343449296817
17.4,11.491,270.7,0.994325191216383,17.4,8.254848340597615,270.7,0.994325191216383
18.6,6.739,225.5,0.9949173451764125,18.6,4.841129837898123,225.5,0.9949173451764125
19.7,8.536,221.2,0.9950160375030842,19.7,6.132049902997236,221.2,0.9950160375030842
20.6,9.96,220.5,0.9946212681963977,20.6,7.155016053637826,220.5,0.9946212681963977
21.5,9.768,217.0,0.9941278065630397,21.5,7.017088033326736,217.0,0.9941278065630397
22.0,11.361,222.9,0.9938317295830249,22.0,8.161459576845315,222.9,0.9938317295830249
22.2,11.387,226.1,0.9935356526030101,22.2,8.180137329595775,226.1,0.9935356526030101
22.3,10.903,220.5,0.9932395756229953,22.3,7.832443778394901,220.5,0.9932395756229953
22.1,12.229,223.6,0.9932395756229953,22.1,8.785009168668369,223.6,0.9932395756229953
21.7,14.526,195.6,0.9935356526030101,21.7,10.43511678666095,195.6,0.9935356526030101
21.4,15.146,196.3,0.9938317295830249,21.4,10.880509352248845,196.3,0.9938317295830249
20.4,16.103,194.3,0.9941278065630397,20.4,11.56799432848694,194.3,0.9941278065630397
19.1,15.36,193.6,0.9945225758697261,19.1,11.034241624887247,193.6,0.9945225758697261
17.8,13.322,203.1,0.9948186528497409,17.8,9.570193159293483,203.1,0.9948186528497409
17.3,11.486,215.1,0.9948186528497409,17.3,8.251256465068682,215.1,0.9948186528497409
17.3,12.653,221.2,0.9947199605230693,17.3,9.08960021352203,221.2,0.9947199605230693
17.5,13.148,219.7,0.9946212681963977,17.5,9.44519589088656,219.7,0.9946212681963977
17.3,12.807,220.0,0.9945225758697261,17.3,9.200229979813216,220.0,0.9945225758697261
16.8,12.785,218.1,0.994325191216383,16.8,9.184425727485904,218.1,0.994325191216383
16.3,13.445,222.3,0.9942264988897113,16.3,9.658553297305277,222.3,0.9942264988897113
16.0,13.87,222.9,0.994325191216383,16.0,9.963862717264721,222.9,0.994325191216383
15.7,12.207,218.8,0.9946212681963977,15.7,8.769204916341058,218.8,0.9946212681963977
15.5,10.997,217.6,0.9949173451764125,15.5,7.8999710383388715,217.6,0.9949173451764125
16.4,11.638,224.0,0.995312114483099,16.4,8.360449481148294,224.0,0.995312114483099
18.3,11.271,223.1,0.9958055761164569,18.3,8.096805817324492,223.1,0.9958055761164569
20.2,9.643,225.4,0.996299037749815,20.2,6.927291145103369,225.4,0.996299037749815
21.8,10.495,215.3,0.996299037749815,21.8,7.539346735233833,215.3,0.996299037749815
23.0,8.713,201.3,0.9959042684431285,23.0,6.259202296721523,201.3,0.9959042684431285
24.1,8.169,188.8,0.9954108068097706,24.1,5.868406239173434,188.8,0.9954108068097706
24.6,8.215,191.5,0.9950160375030842,24.6,5.901451494039632,191.5,0.9950160375030842
24.5,8.724,194.0,0.9946212681963977,24.5,6.26710442288518,194.0,0.9946212681963977
24.3,9.407,185.3,0.9942264988897113,24.3,6.757754620137653,185.3,0.9942264988897113
24.0,10.559,178.6,0.9942264988897113,24.0,7.5853227420041955,178.6,0.9942264988897113
23.6,10.21,176.5,0.9944238835430546,23.6,7.334609830084559,176.5,0.9944238835430546
23.2,9.713,179.1,0.9947199605230693,23.2,6.977577402508453,179.1,0.9947199605230693
22.3,9.211,187.2,0.9949173451764125,22.3,6.616953099403415,187.2,0.9949173451764125
21.2,10.043,194.2,0.9951147298297557,21.2,7.214641187418141,194.2,0.9951147298297557
20.0,9.86,196.9,0.995312114483099,20.0,7.083178543059131,196.9,0.995312114483099
19.2,8.889,204.1,0.995312114483099,19.2,6.385636315340023,204.1,0.995312114483099
18.8,10.06,225.8,0.9951147298297557,18.8,7.226853564216518,225.8,0.9951147298297557
18.4,11.276,226.8,0.9949173451764125,18.4,8.100397692853425,226.8,0.9949173451764125
18.0,10.799,234.3,0.9947199605230693,18.0,7.75773276739306,234.3,0.9947199605230693
17.6,11.261,236.0,0.9946212681963977,17.6,8.089622066266621,236.0,0.9946212681963977
17.1,11.429,230.2,0.9945225758697261,17.1,8.210309084038826,230.2,0.9945225758697261
16.8,11.129,228.4,0.9944238835430546,16.8,7.994796552302746,228.4,0.9944238835430546
16.5,10.862,224.7,0.9945225758697261,16.5,7.802990399057637,224.7,0.9945225758697261
16.3,10.766,221.0,0.9945225758697261,16.3,7.734026388902091,221.0,0.9945225758697261
17.4,10.164,218.0,0.9945225758697261,17.4,7.30156457521836,218.0,0.9945225758697261
19.6,8.754,221.2,0.9946212681963977,19.6,6.288655676058787,221.2,0.9946212681963977
21.8,5.992,230.7,0.9946212681963977,21.8,4.304503633875286,230.7,0.9946212681963977
23.3,5.296,238.7,0.994325191216383,23.3,3.804514560247583,238.7,0.994325191216383
24.2,5.754,215.7,0.9938317295830249,24.2,4.133530358697996,215.7,0.9938317295830249
24.9,4.827,208.5,0.9932395756229953,24.9,3.467596635633513,208.5,0.9932395756229953
25.6,3.471,202.4,0.9925487293362941,25.6,2.493479992186435,202.4,0.9925487293362941
26.2,4.613,164.9,0.9917591907229213,26.2,3.3138643629951097,164.9,0.9917591907229213
26.8,4.984,166.5,0.9910683444362202,26.8,3.5803815272420607,166.5,0.9910683444362202
26.7,5.076,162.2,0.9906735751295336,26.7,3.646472036974458,162.2,0.9906735751295336
26.1,5.336,160.0,0.9905748828028621,26.1,3.8332495644790603,160.0,0.9905748828028621
25.4,5.387,160.0,0.9905748828028621,25.4,3.8698866948741935,160.0,0.9905748828028621
24.3,6.705,165.4,0.9905748828028621,24.3,4.8167050843013675,165.4,0.9905748828028621
22.9,7.485,163.0,0.9905748828028621,22.9,5.377037666815173,163.0,0.9905748828028621
21.5,7.935,162.4,0.9905748828028621,21.5,5.700306464419291,162.4,0.9905748828028621
20.7,7.915,164.3,0.9903774981495189,20.7,5.6859389623035534,164.3,0.9903774981495189
20.4,8.051,165.9,0.9901801134961756,20.4,5.783637976690576,165.9,0.9901801134961756
20.2,8.134,160.9,0.9899827288428324,20.2,5.843263110470891,160.9,0.9899827288428324
20.1,7.669,156.4,0.9895879595361461,20.1,5.509218686279968,156.4,0.9895879595361461
20.2,6.327,151.1,0.9890944979027881,20.2,4.545159294313908,151.1,0.9890944979027881
20.2,5.706,150.5,0.9886010362694301,20.2,4.0990483536202245,150.5,0.9886010362694301
20.3,5.389,151.3,0.9884036516160869,20.3,3.8713234450857676,151.3,0.9884036516160869
20.3,5.167,139.7,0.9884036516160869,20.3,3.7118441716010686,139.7,0.9884036516160869
20.3,4.492,123.0,0.9885023439427585,20.3,3.226940975194891,123.0,0.9885023439427585
21.2,3.661,119.8,0.9884036516160869,21.2,2.629971262285952,119.8,0.9884036516160869
23.0,3.187,115.5,0.9884036516160869,23.0,2.2894614621429468,115.5,0.9884036516160869
24.7,2.441,128.4,0.9883049592894152,24.7,1.7535536332258967,128.4,0.9883049592894152
25.8,3.205,127.8,0.9881075746360721,25.8,2.302392214047112,127.8,0.9881075746360721
26.2,3.714,127.6,0.9877128053293855,26.2,2.668045142892659,127.6,0.9877128053293855
26.6,3.875,137.9,0.9873180360226992,26.6,2.7837035349243546,137.9,0.9873180360226992
26.5,4.093,148.1,0.9870219590426844,26.5,2.9403093079859057,148.1,0.9870219590426844
26.2,4.492,153.3,0.9868245743893412,26.2,3.226940975194891,153.3,0.9868245743893412
25.8,4.376,156.7,0.9867258820626695,25.8,3.143609462923607,156.7,0.9867258820626695
24.9,4.456,160.0,0.9870219590426844,24.9,3.201079471386562,160.0,0.9870219590426844
23.7,4.236,162.6,0.9876141130027141,23.7,3.0430369481134365,162.6,0.9876141130027141
22.4,4.365,163.0,0.9882062669627436,22.4,3.1357073367599506,163.0,0.9882062669627436
21.2,4.965,161.2,0.9888971132494448,21.2,3.566732400232109,161.2,0.9888971132494448
20.1,5.58,159.1,0.9894892672094745,20.1,4.0085330902910705,159.1,0.9894892672094745
19.1,6.084,157.6,0.9900814211695042,19.1,4.370594143607684,157.6,0.9900814211695042
18.6,6.985,153.6,0.9904761904761905,18.6,5.017850113921708,153.6,0.9904761904761905
18.4,7.304,148.9,0.9907722674562053,18.4,5.247011772667738,148.9,0.9907722674562053
18.3,6.774,138.5,0.9909696521095485,18.3,4.866272966600666,138.5,0.9909696521095485
18.1,5.412,128.0,0.9911670367628916,18.1,3.8878460725188666,128.0,0.9911670367628916
17.7,3.942,121.7,0.9912657290895632,17.7,2.8318346670120795,121.7,0.9912657290895632
17.3,2.872,83.7,0.9914631137429065,17.3,2.0631733038200637,83.7,0.9914631137429065
16.9,3.097,39.0,0.9918578830495929,16.9,2.2248077026221234,39.0,0.9918578830495929
16.5,4.177,26.9,0.9925487293362941,16.5,3.0006528168720075,26.9,0.9925487293362941
16.1,4.697,18.4,0.9932395756229953,16.1,3.3742078718812114,18.4,0.9932395756229953
16.1,6.06,20.6,0.9937330372563533,16.1,4.353353141068797,20.6,0.9937330372563533
16.5,4.852,6.4,0.9942264988897113,16.5,3.485556013278186,6.4,0.9942264988897113
16.9,4.855,3.5,0.9946212681963977,16.9,3.487711138595547,3.5,0.9946212681963977
17.5,4.343,359.8,0.9945225758697261,17.5,3.119903084432638,359.8,0.9945225758697261
18.3,5.781,354.9,0.9941278065630397,18.3,4.152926486554244,354.9,0.9941278065630397
19.1,5.59,345.8,0.9936343449296817,19.1,4.01571684134894,345.8,0.9936343449296817
19.9,5.257,343.0,0.9930421909696522,19.9,3.776497931121892,343.0,0.9930421909696522
20.6,4.551,341.2,0.9923513446829509,20.6,3.2693251064363196,341.2,0.9923513446829509
21.3,4.211,346.5,0.9916604983962497,21.3,3.025077570468764,346.5,0.9916604983962497
21.4,3.916,346.0,0.9914631137429065,21.4,2.813156914261619,346.0,0.9914631137429065
21.2,3.372,354.6,0.9914631137429065,21.2,2.422360856713529,354.6,0.9914631137429065
20.9,3.514,5.9,0.9916604983962497,20.9,2.5243701217352728,5.9,0.9916604983962497
20.1,4.755,16.5,0.9919565753762645,20.1,3.4158736280168536,16.5,0.9919565753762645
19.0,4.809,16.4,0.9923513446829509,19.0,3.454665883729348,16.4,0.9923513446829509
17.9,5.123,22.0,0.9928448063163089,17.9,3.6802356669464436,22.0,0.9928448063163089
17.5,5.624,16.3,0.9929434986429805,17.5,4.040141594945696,16.3,0.9929434986429805
17.6,5.418,14.8,0.9927461139896373,17.6,3.892156323153588,14.8,0.9927461139896373
17.8,5.464,14.4,0.9925487293362941,17.8,3.925201578019787,14.4,0.9925487293362941
17.7,5.658,7.8,0.9923513446829509,17.7,4.064566348542452,7.8,0.9923513446829509
17.5,6.032,2.6,0.9920552677029362,17.5,4.333238638106764,2.6,0.9920552677029362
17.2,6.147,4.3,0.9917591907229213,17.2,4.415851775272261,4.3,0.9917591907229213
17.0,7.22,7.9,0.9917591907229213,17.0,5.186668263781637,7.9,0.9917591907229213
16.9,8.674,4.3,0.9920552677029362,16.9,6.231185667595833,4.3,0.9920552677029362
16.7,8.93,357.9,0.9923513446829509,16.7,6.415089694677286,357.9,0.9923513446829509
17.0,8.393,353.4,0.9926474216629657,17.0,6.029322262869706,353.4,0.9926474216629657
17.7,7.608,348.8,0.9929434986429805,17.7,5.465397804826965,348.8,0.9929434986429805
18.4,6.694,343.3,0.993338267949667,18.4,4.808802958137711,343.3,0.993338267949667
19.4,3.887,338.6,0.9931408832963237,19.4,2.792324036193798,338.6,0.9931408832963237
20.5,3.181,343.4,0.9925487293362941,20.5,2.285151211508225,343.4,0.9925487293362941
21.6,1.663,24.2,0.9918578830495929,21.6,1.194657800923665,24.2,0.9918578830495929
22.3,2.089,90.3,0.9912657290895632,22.3,1.5006855959888972,90.3,0.9912657290895632
22.8,4.41,115.5,0.9906735751295336,22.8,3.1680342165203625,115.5,0.9906735751295336
23.2,5.101,120.1,0.9901801134961756,23.2,3.6644314146191315,120.1,0.9901801134961756
23.1,4.956,129.3,0.9899827288428324,23.1,3.5602670242800265,129.3,0.9899827288428324
22.7,4.395,137.6,0.9899827288428324,22.7,3.157258589933558,137.6,0.9899827288428324
22.2,5.088,159.4,0.9900814211695042,22.2,3.6550925382439012,159.4,0.9900814211695042
21.1,5.795,160.1,0.9902788058228472,21.1,4.162983738035261,160.1,0.9902788058228472
19.6,5.631,159.4,0.9903774981495189,19.6,4.045170220686204,159.4,0.9903774981495189
18.0,6.293,145.5,0.9905748828028621,18.0,4.520734540717152,145.5,0.9905748828028621
17.2,9.351,126.6,0.9904761904761905,17.2,6.717525614213586,126.6,0.9904761904761905
17.0,9.359,129.5,0.9901801134961756,17.0,6.72327261505988,129.5,0.9901801134961756
16.8,6.52,109.6,0.9899827288428324,16.8,4.683805689730785,109.6,0.9899827288428324
16.5,4.406,83.3,0.9896866518628176,16.5,3.1651607160972146,83.3,0.9896866518628176
16.1,3.774,59.8,0.9892918825561312,16.1,2.7111476492398747,59.8,0.9892918825561312
15.6,3.557,50.4,0.9889958055761164,15.6,2.555260251284111,50.4,0.9889958055761164
15.4,3.934,48.7,0.9889958055761164,15.4,2.8260876661657837,48.7,0.9889958055761164
15.2,3.358,40.2,0.9891931902294596,15.2,2.4123036052325117,40.2,0.9891931902294596
15.1,3.894,37.0,0.9893905748828029,15.1,2.7973526619343065,37.0,0.9893905748828029
15.9,3.103,40.3,0.9895879595361461,15.9,2.2291179532568446,40.3,0.9895879595361461
17.3,3.406,46.5,0.9896866518628176,17.3,2.4467856103102847,46.5,0.9896866518628176
18.8,4.491,42.9,0.9898840365161609,18.8,3.2262226000891037,42.9,0.9898840365161609
20.3,3.79,45.5,0.9894892672094745,20.3,2.7226416509324656,45.5,0.9894892672094745
21.7,6.266,43.6,0.9888971132494448,21.7,4.501338412860905,43.6,0.9888971132494448
23.0,6.096,22.1,0.9881075746360721,23.0,4.379214644877127,22.1,0.9881075746360721
23.7,6.033,12.3,0.9874167283493709,23.7,4.333957013212551,12.3,0.9874167283493709
23.9,5.566,14.5,0.9867258820626695,23.9,3.9984758388100534,14.5,0.9867258820626695
24.0,5.161,20.7,0.9860350357759684,24.0,3.7075339209663465,20.7,0.9860350357759684
23.6,5.289,19.7,0.9857389587959535,23.6,3.799485934507074,19.7,0.9857389587959535
23.0,5.603,17.3,0.985640266469282,23.0,4.02505571772417,17.3,0.985640266469282
22.4,5.427,8.6,0.9857389587959535,22.4,3.8986216991056706,8.6,0.9857389587959535
21.3,7.35,39.3,0.9859363434492968,21.3,5.280057027533937,39.3,0.9859363434492968
19.9,9.431,43.9,0.9862324204293116,19.9,6.774995622676538,43.9,0.9862324204293116
18.5,10.255,36.8,0.9866271897359981,18.5,7.36693670984497,36.8,0.9866271897359981
17.7,10.834,40.0,0.9868245743893412,17.7,7.782875896095603,40.0,0.9868245743893412
17.3,11.814,37.3,0.9867258820626695,17.3,8.486883499766794,37.3,0.9867258820626695
17.0,12.475,35.2,0.9866271897359981,17.0,8.961729444691954,35.2,0.9866271897359981
16.6,13.646,26.5,0.9864298050826549,16.6,9.802946693568451,26.5,0.9864298050826549
16.1,14.258,19.0,0.9863311127559832,16.1,10.24259225831005,19.0,0.9863311127559832
15.6,14.594,15.5,0.9861337281026401,15.6,10.48396629385446,15.5,0.9861337281026401
15.3,14.975,16.8,0.9861337281026401,15.3,10.757667209159282,16.8,0.9861337281026401
15.0,14.582,13.9,0.9862324204293116,15.0,10.475345792585019,13.9,0.9862324204293116
14.8,14.901,8.1,0.9864298050826549,14.8,10.704507451331047,8.1,0.9864298050826549
15.2,17.218,1.0,0.9865284974093265,15.2,12.368982571439364,1.0,0.9865284974093265
16.0,16.54,353.2,0.9865284974093265,16.0,11.881924249715826,353.2,0.9865284974093265
16.9,16.696,350.0,0.9865284974093265,16.9,11.99399076621859,350.0,0.9865284974093265
17.7,15.52,351.6,0.9862324204293116,17.7,11.149181641813158,351.6,0.9862324204293116
18.4,17.023,347.8,0.9857389587959535,18.4,12.228899425810914,347.8,0.9857389587959535
19.1,15.584,338.7,0.9851468048359241,19.1,11.195157648583521,338.7,0.9851468048359241
19.4,14.893,333.2,0.9847520355292375,19.4,10.698760450484754,333.2,0.9847520355292375
19.4,14.242,329.3,0.9845546508758944,19.4,10.23109825661746,329.3,0.9845546508758944
19.3,13.665,324.2,0.9842585738958796,19.3,9.816595820578401,324.2,0.9842585738958796
18.8,13.205,317.5,0.9842585738958796,18.8,9.486143271916413,317.5,0.9842585738958796
18.1,12.739,312.5,0.9844559585492227,18.1,9.151380472619705,312.5,0.9844559585492227
17.4,10.004,319.9,0.984653343202566,17.4,7.18662455829245,319.9,0.984653343202566
16.5,12.027,188.1,0.9848507278559092,16.5,8.63989739729941,188.1,0.9848507278559092
15.5,8.91,195.9,0.9850481125092524,15.5,6.400722192561549,195.9,0.9850481125092524
14.5,8.014,184.1,0.9852454971625956,14.5,5.757058097776459,184.1,0.9852454971625956
14.2,9.377,166.9,0.9850481125092524,14.2,6.7362033669640455,166.9,0.9850481125092524
14.3,9.495,173.4,0.9845546508758944,14.3,6.820971629446903,173.4,0.9845546508758944
14.5,8.653,187.3,0.9841598815692081,14.5,6.216099790374308,187.3,0.9841598815692081
14.6,8.763,191.6,0.98366641993585,14.6,6.29512105201087,191.6,0.98366641993585
14.4,8.297,194.5,0.9832716506291636,14.4,5.960358252714161,194.5,0.9832716506291636
14.3,9.752,195.4,0.9828768813224772,14.3,7.0055940316341445,195.4,0.9828768813224772
14.2,9.43,192.9,0.9827781889958055,14.2,6.774277247570753,192.9,0.9827781889958055
14.1,8.806,189.6,0.9827781889958055,14.1,6.326011181559708,189.6,0.9827781889958055
14.0,8.035,186.4,0.9827781889958055,14.0,5.772143974997984,186.4,0.9827781889958055
13.9,6.735,188.7,0.9831729583024921,13.9,4.838256337474975,188.7,0.9831729583024921
13.8,6.923,185.7,0.9837651122625215,13.8,4.973310857362918,185.7,0.9837651122625215
13.6,6.659,184.3,0.9844559585492227,13.6,4.783659829435169,184.3,0.9844559585492227
13.8,6.282,155.2,0.9847520355292375,13.8,4.512832414553496,155.2,0.9847520355292375
14.2,4.988,141.2,0.9848507278559092,14.2,3.5832550276652086,141.2,0.9848507278559092
14.7,5.256,164.6,0.9848507278559092,14.7,3.775779556016105,164.6,0.9848507278559092
14.7,6.165,148.1,0.9849494201825808,14.7,4.428782527176425,148.1,0.9849494201825808
14.5,5.702,149.6,0.9850481125092524,14.5,4.096174853197076,149.6,0.9850481125092524
14.2,4.366,154.2,0.9852454971625956,14.2,3.1364257118657375,154.2,0.9852454971625956
13.8,4.274,155.9,0.9855415741426105,13.8,3.07033520213334,155.9,0.9855415741426105
13.2,3.994,160.5,0.9861337281026401,13.2,2.8691901725129996,160.5,0.9861337281026401
12.6,4.046,171.9,0.9867258820626695,12.6,2.90654567801392,171.9,0.9867258820626695
12.1,4.417,179.9,0.9873180360226992,12.1,3.173062842260871,179.9,0.9873180360226992
11.6,4.561,179.6,0.9879101899827288,11.6,3.276508857494189,179.6,0.9879101899827288
11.2,4.223,166.3,0.9884036516160869,11.2,3.0336980717382067,166.3,0.9884036516160869
11.2,3.641,152.5,0.9886997285961016,11.2,2.615603760170213,152.5,0.9886997285961016
11.5,4.643,140.1,0.9887984209227733,11.5,3.335415616168717,140.1,0.9887984209227733
11.8,4.335,143.0,0.9887984209227733,11.8,3.1141560835863427,143.0,0.9887984209227733
12.0,3.517,149.7,0.9889958055761164,12.0,2.526525247052634,149.7,0.9889958055761164
12.0,3.158,154.1,0.9891931902294596,12.0,2.2686285840751257,154.1,0.9891931902294596
12.1,2.699,160.2,0.9894892672094745,12.1,1.9388944105189247,160.2,0.9894892672094745
12.2,2.377,149.4,0.9899827288428324,12.2,1.707577626455533,149.4,0.9899827288428324
12.3,1.763,125.0,0.9905748828028621,12.3,1.266495311502358,125.0,0.9905748828028621
12.5,1.272,94.8,0.9911670367628916,12.5,0.9137731345609753,94.8,0.9911670367628916
13.0,0.901,38.3,0.9918578830495929,13.0,0.6472559703140243,38.3,0.9918578830495929
13.6,1.722,349.8,0.9926474216629657,13.6,1.2370419321650938,349.8,0.9926474216629657
14.2,2.921,333.4,0.9934369602763385,14.2,2.098373684003623,333.4,0.9934369602763385
14.8,4.488,319.8,0.9938317295830249,14.8,3.2240674747717435,319.8,0.9938317295830249
15.3,4.337,315.4,0.9940291142363682,15.3,3.1155928337979164,315.4,0.9940291142363682
15.8,7.12,284.1,0.9942264988897113,15.8,5.114830753202944,284.1,0.9942264988897113
16.1,7.17,278.4,0.994325191216383,16.1,5.15074950849229,278.4,0.994325191216383
16.3,7.867,270.8,0.9945225758697261,16.3,5.651456957225781,270.8,0.9945225758697261
16.4,7.694,266.0,0.9946212681963977,16.4,5.527178063924642,266.0,0.9946212681963977
16.2,7.614,255.7,0.9949173451764125,16.2,5.469708055461687,255.7,0.9949173451764125
15.8,6.238,234.8,0.9954108068097706,15.8,4.481223909898872,234.8,0.9954108068097706
15.3,4.851,154.9,0.9959042684431285,15.3,3.484837638172399,154.9,0.9959042684431285
14.6,4.328,161.2,0.9963977300764866,14.6,3.109127457845834,161.2,0.9963977300764866
13.7,3.272,163.4,0.9969898840365162,13.7,2.350523346134836,163.4,0.9969898840365162
12.8,2.726,180.9,0.9975820379965458,12.8,1.9582905383751719,180.9,0.9975820379965458
12.5,3.638,175.3,0.997779422649889,12.5,2.613448634852852,175.3,0.997779422649889
12.7,5.268,179.7,0.9976807303232174,12.7,3.784400057285548,179.7,0.9976807303232174
12.9,6.168,185.2,0.9975820379965458,12.9,4.430937652493785,185.2,0.9975820379965458
12.9,5.567,184.1,0.9975820379965458,12.9,3.999194213915841,184.1,0.9975820379965458
12.8,5.006,178.1,0.9975820379965458,12.8,3.596185779569373,178.1,0.9975820379965458
12.7,4.391,174.0,0.9975820379965458,12.7,3.154385089510411,174.0,0.9975820379965458
12.6,3.326,165.8,0.997779422649889,12.6,2.38931560184733,165.8,0.997779422649889
12.5,2.104,159.0,0.9980754996299037,12.5,1.5114612225757014,159.0,0.9980754996299037
12.5,0.906,162.0,0.9983715766099186,12.5,0.6508478458429588,162.0,0.9983715766099186
12.9,0.741,292.4,0.9988650382432767,12.9,0.5323159533881153,292.4,0.9988650382432767
13.7,2.347,300.3,0.9994571922033062,13.7,1.6860263732819254,300.3,0.9994571922033062
14.5,3.521,300.5,1.0000493461633357,14.5,2.5293987474757813,300.5,1.0000493461633357
15.2,3.951,292.7,1.0001480384900074,15.2,2.8383000429641614,292.7,1.0001480384900074
15.9,4.736,284.1,0.999753269183321,15.9,3.4022245010069017,284.1,0.999753269183321
16.6,5.569,275.5,0.9993584998766346,16.6,4.0006309641274145,275.5,0.9993584998766346
17.1,6.924,267.1,0.998766345916605,17.1,4.974029232468705,267.1,0.998766345916605
17.5,6.48,267.4,0.9980754996299037,17.5,4.655070685499308,267.4,0.9980754996299037
17.9,7.043,262.4,0.9973846533432026,17.9,5.05951587005735,262.4,0.9973846533432026
17.8,7.114,257.3,0.997285961016531,17.8,5.110520502568222,257.3,0.997285961016531
17.4,7.575,250.3,0.9974833456698742,17.4,5.441691426335996,250.3,0.9974833456698742
16.9,3.87,200.2,0.9976807303232174,16.9,2.7801116593954203,200.2,0.9976807303232174
16.1,5.362,165.5,0.9978781149765606,16.1,3.8519273172295203,165.5,0.9978781149765606
15.1,7.202,169.7,0.9979768073032322,15.1,5.173737511877472,169.7,0.9979768073032322
14.0,5.732,199.1,0.9981741919565753,14.0,4.117726106370685,199.1,0.9981741919565753
13.6,9.494,233.3,0.9981741919565753,13.6,6.820253254341115,233.3,0.9981741919565753
13.6,12.458,232.7,0.9980754996299037,13.6,8.949517067893577,232.7,0.9980754996299037
13.7,12.397,225.8,0.9979768073032322,13.7,8.905696186440574,225.8,0.9979768073032322
13.6,12.07,221.0,0.9978781149765606,13.6,8.670787526848247,221.0,0.9978781149765606
13.3,12.687,215.4,0.9978781149765606,13.3,9.114024967118784,215.4,0.9978781149765606
13.0,12.286,214.0,0.997779422649889,13.0,8.825956549698224,214.0,0.997779422649889
